customer_reference_number,external_customer_id,first_name,last_name,email,phone_number,address,city,country,postcode,loyalty_card
1184,10725-45724-CO,Kandace,Cragell,kcragellkk@google.com,+01 5 14 96 07 65,772 Buhler Point,London,United Kingdom,E1 7BT,Yes
1040,38487-01549-MV,Godfry,Poinsett,gpoinsett61@berkeley.edu,+01 1 54 96 03 25,75026 Monica Parkway,London,United Kingdom,E1 7DA,Yes
1337,76948-43532-JS,Jordana,Halden,jhaldenkp@comcast.net,+441174960180,70 Oriole Lane,London,United Kingdom,E1 7DA,Yes
1489,24344-88599-PP,Hussein,Olliff,holliffkq@sciencedirect.com,+01 1 74 96 01 32,251 Shoshone Terrace,London,United Kingdom,E1 7DB,Yes
1269,72463-75685-MV,Charis,Crosier,ccrosier63@xrea.com,+02 9 20 18 07 76,54506 Arapahoe Center,London,United Kingdom,E1 7DD,Yes
1868,14797-35530-HY,Monte,Percifull,mpercifull64@netlog.com,+03 0 69 99 02 64,7 Stoughton Hill,London,United Kingdom,E1 7DG,Yes
1538,40600-58915-WZ,Sharona,Danilchik,sdanilchikl6@mit.edu,+440292018474,273 Nelson Parkway,London,United Kingdom,E1 7DJ,Yes
1965,48090-06534-HI,Waneta,Edinborough,wedinborough66@github.io,+09 0 98 79 05 88,1 Golden Leaf Hill,London,United Kingdom,E1 7DP,Yes
1922,91509-62250-GN,Dalia,Eburah,deburahld@google.co.jp,+4403069990788,23 Summerview Place,London,United Kingdom,E1 7DP,Yes
1640,43452-18035-DH,Alva,Filipczak,afilipczaklh@ning.com,+01 6 32 96 08 00,4847 Vera Crossing,London,United Kingdom,E1 7DR,No
1672,20260-32948-EB,Adorne,Gregoratti,agregorattilq@vistaprint.com,+441174960676,27208 Maple Avenue,London,United Kingdom,E1 7DS,No
1446,11550-78378-GE,Elsbeth,Westerman,ewesterman69@si.edu,+441514960041,7 Packers Court,London,United Kingdom,E1 7DW,No
1197,90961-35603-RP,Anabelle,Hutchens,ahutchens6a@amazonaws.com,+441144960126,8 Russell Plaza,London,United Kingdom,E1 7EA,No
1174,49012-12987-QT,Man,Fright,mfrightm8@harvard.edu,+01 9 14 96 00 58,27242 Fordem Crossing,London,United Kingdom,E1 7EB,No
1275,89115-11966-VF,Beltran,Mathon,bmathon6c@barnesandnoble.com,+08 0 81 57 03 99,6131 Huxley Pass,London,United Kingdom,E1 7ED,No
1049,19413-02045-CG,Jammie,Cloke,jammie.cloke@yahoo.com,+4401614960736,844 Lawn Drive,London,United Kingdom,E1 7ED,No
1851,05754-41702-FG,Kristos,Streight,kstreight6d@about.com,+00 2 92 01 81 17,5 Anderson Court,London,United Kingdom,E1 7EE,No
1126,79058-02767-CP,Conny,Gheraldi,cgheraldi6g@opera.com,+4401914960717,28998 Cottonwood Point,London,United Kingdom,E1 7EF,No
1281,78226-97287-JI,Koren,Ferretti,kferrettimf@huffingtonpost.com,+08 0 81 57 00 00,372 Northland Street,London,United Kingdom,E1 7EF,No
1505,32070-55528-UG,Samuele,Ales0,samuele.ales0@hotmail.com,+01 1 64 96 00 55,0023 Westport Terrace,London,United Kingdom,E1 7EG,No
1730,48873-84433-PN,Carlie,Harce,charce6k@cafepress.com,+01 1 44 96 09 87,8 Melrose Center,London,United Kingdom,E1 7ER,No
1390,97152-03355-IW,Georgena,Bentjens,gbentjens6u@netlog.com,+441314960323,4738 Bashford Crossing,London,United Kingdom,E1 7ES,No
1814,46560-73885-PJ,Rosaline,McLae,rmclae72@dailymotion.com,+08 0 81 57 07 66,1065 Myrtle Center,London,United Kingdom,E1 7HA,No
1483,12444-05174-OO,Irv,Hay,ihay77@lulu.com,+01 6 14 96 07 17,667 Florence Drive,London,United Kingdom,E1 7HE,No
1809,53683-35977-KI,Myles,Seawright,mseawright7e@nbcnews.com,+441414960178,5021 Summit Drive,London,United Kingdom,E1 7HP,No
1650,03157-23165-UB,Flory,Crumpe,fcrumpe7u@ftc.gov,+4401174960254,1 Hanover Terrace,London,United Kingdom,E1 7HY,No
1141,64852-04619-XZ,Violante,Skouling,violante.skouling@gmail.com,+4401144960003,9366 Bunting Center,London,United Kingdom,E1 7JD,No
1738,22349-47389-GY,Benn,Checci,bchecci8h@usa.gov,+01 5 14 96 04 87,88 West Avenue,London,United Kingdom,E1 7JE,No
1018,62588-82624-II,Cos,Fluin,cfluin8k@flickr.com,+01 3 14 96 01 31,88 Jenna Point,London,United Kingdom,E1 7JF,No
1957,84132-22322-QT,Paola,Brydell,pbrydell8m@bloglovin.com,+441164960949,826 Judy Alley,London,United Kingdom,E1 7JG,No
1343,83308-82257-UN,Nanny,Lush,nlush8s@dedecms.com,+01 1 44 96 05 30,1 Annamark Drive,London,United Kingdom,E1 7JJ,No
1725,96503-31833-CW,Skylar,Jeyness,sjeyness8y@biglobe.ne.jp,+01 6 32 96 01 71,43 Fremont Point,London,United Kingdom,E1 7LS,No
1055,62741-01322-HU,Terencio,O'Moylan,tomoylan9c@liveinternet.ru,+01 2 14 96 00 53,19 Kings Pass,London,United Kingdom,E1 7LW,No
1904,22721-63196-UJ,Gladi,Ducker,gduckerdx@patch.com,+01 1 44 96 02 67,5069 Boyd Parkway,London,United Kingdom,E1 7PZ,No
1228,92793-68332-NR,Heall,Perris,hperrise4@studiopress.com,+4401144960774,043 Bashford Point,London,United Kingdom,E1 7QB,No
1649,66240-46962-IO,Berty,Beelby,bbeelbyej@rediff.com,+441184960644,844 Sachs Avenue,London,United Kingdom,E1 7TL,No
1772,53631-24432-SY,Irvine,Phillpot,iphillpoten@buzzfeed.com,+4401914960345,07208 Eastlawn Drive,London,United Kingdom,E1 8AB,No
1703,73017-69644-MS,Timoteo,Glisane,timoteo.glisane@yahoo.com,+4401164960968,2 Coolidge Crossing,London,United Kingdom,E1 8AH,No
1929,87223-37422-SK,Rufus,Flear,rflearf5@artisteer.com,+4401614960861,30 Mayer Terrace,London,United Kingdom,E1 8AQ,No
1285,57837-15577-YK,Dom,Milella,dom.milella@yahoo.com,+01 1 34 96 03 85,87 Cascade Crossing,London,United Kingdom,E1 8AR,No
